carrier_group,reporting_airport,origin_destination,month,n_flights,n_cancelled,n_ge_3h,p_ge_3h,p_cancelled,avg_delay_min
easyJet,BIRMINGHAM,PALMA DE MALLORCA,8,31,0,0.0,0.0,0.0,28.580645161290324
Wizz Air,GATWICK,MILAN (MALPENSA),8,53,1,0.0,0.0,0.018518518518518517,23.0
Klm,CARDIFF WALES,AMSTERDAM,5,58,2,0.0,0.0,0.03333333333333333,4.0
British Airways,HEATHROW,BANGALORE (BENGALURU),2,28,0,0.0,0.0,0.0,10.0
Icelandair,GATWICK,KEFLAVIK,1,31,0,0.0,0.0,0.0,12.0
Jet2.com,BIRMINGHAM,MALAGA,7,32,0,0.0,0.0,0.0,8.0
Ryanair,MANCHESTER,MARRAKESH,4,29,1,0.0,0.0,0.03333333333333333,32.0
Singapore Airlines,HEATHROW,SINGAPORE,12,121,0,0.0,0.0,0.0,5.0
Ryanair,STANSTED,BRATISLAVA,3,38,0,0.0,0.0,0.0,7.0
Sky Express,GATWICK,ATHENS,7,31,0,0.0,0.0,0.0,13.0
Air Transat,MANCHESTER,TORONTO,6,26,0,0.0,0.0,0.0,8.0
Vueling,GATWICK,BILBAO,8,93,0,0.0,0.0,0.0,11.0
Ajet Hava Tasimaciligi Anonim Sirketi,STANSTED,ISTANBUL (SABIHA GOKCEN),2,56,0,0.0,0.0,0.0,11.0
Icelandair,GATWICK,KEFLAVIK,10,32,2,0.0,0.0,0.058823529411764705,7.0
easyJet,LIVERPOOL (JOHN LENNON),FARO,8,62,0,0.0,0.0,0.0,5.0
Ryanair,EDINBURGH,BERLIN BRANDENBURG,12,28,0,0.0,0.0,0.0,8.0
Ryanair,STANSTED,COPENHAGEN,3,94,0,0.0,0.0,0.0,4.0638297872340425
easyJet,BELFAST CITY (GEORGE BEST),MANCHESTER,12,29,0,0.0,0.0,0.0,18.0
Jet2.com,BELFAST INTERNATIONAL,PALMA DE MALLORCA,6,26,0,0.0,0.0,0.0,15.0
Ryanair,EDINBURGH,ALICANTE,8,26,0,0.0,0.0,0.0,27.0
Icelandair,HEATHROW,KEFLAVIK,1,61,1,0.0,0.0,0.016129032258064516,13.0
Emirates,STANSTED,DUBAI,5,62,0,0.0,0.0,0.0,6.0
Jet2.com,MANCHESTER,MAHON,7,35,0,0.0,0.0,0.0,29.0
easyJet,LIVERPOOL (JOHN LENNON),FARO,5,62,0,0.0,0.0,0.0,10.0
British Airways,HEATHROW,NAIROBI,9,30,0,0.0,0.0,0.0,9.0
easyJet,LUTON,ABERDEEN,4,25,0,0.0,0.0,0.0,3.0
Ryanair,LUTON,BARCELONA,6,34,0,0.0,0.0,0.0,31.0
easyJet,MANCHESTER,GENEVA,8,71,0,0.0,0.0,0.0,26.309859154929576
easyJet,GATWICK,MURCIA INTERNATIONAL,10,31,0,0.0,0.0,0.0,15.0
Italia Traspoto Aereo,LONDON CITY,ROME (FIUMICINO),8,52,0,0.0,0.0,0.0,11.0
Swiss Airlines,BIRMINGHAM,ZURICH,12,27,0,0.0,0.0,0.0,9.0
Ryanair,STANSTED,DUBLIN,7,253,0,0.0,0.0,0.0,19.434782608695652
Qantas,HEATHROW,SYDNEY,7,31,2,0.0,0.0,0.06060606060606061,16.0
Ryanair,STANSTED,STOCKHOLM (ARLANDA),8,27,0,0.0,0.0,0.0,11.0
British Airways,HEATHROW,CAIRO,11,60,0,0.0,0.0,0.0,2.0
Jet2.com,LEEDS BRADFORD,FARO,4,32,0,0.0,0.0,0.0,8.0
Sunexpress,STANSTED,ANTALYA,6,43,0,0.0,0.0,0.0,25.0
Jet2.com,EAST MIDLANDS INTERNATIONAL,ALICANTE,9,34,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,DENVER INTERNATIONAL,3,30,1,0.0,0.0,0.03225806451612903,8.0
Loganair Ltd,MANCHESTER,ISLE OF MAN,11,58,2,0.0,0.0,0.03333333333333333,5.0
Middle East Airlines (Air Liban S A L),HEATHROW,BEIRUT,4,60,0,0.0,0.0,0.0,4.0
Aer Lingus,HEATHROW,DUBLIN,10,344,2,0.0,0.0,0.005780346820809248,12.0
Loganair Ltd,GLASGOW,BENBECULA,7,47,2,0.0,0.0,0.04081632653061224,15.0
Klm Cityhopper,GLASGOW,AMSTERDAM,10,30,0,0.0,0.0,0.0,12.0
British Airways,HEATHROW,BUENOS AIRES,10,31,0,0.0,0.0,0.0,4.0
easyJet,GATWICK,SOFIA,3,30,0,0.0,0.0,0.0,8.0
Sunexpress,MANCHESTER,DALAMAN,6,60,0,0.0,0.0,0.0,6.0
United Airlines,HEATHROW,DENVER INTERNATIONAL,5,61,1,0.0,0.0,0.016129032258064516,14.0
Jet2.com,MANCHESTER,KOS,6,31,0,0.0,0.0,0.0,41.0
easyJet,STANSTED,GLASGOW,6,78,0,0.0,0.0,0.0,3.0
British Airways,HEATHROW,GOTEBORG (LANDVETTER),4,57,0,0.0,0.0,0.0,1.0
Ryanair,STANSTED,IBIZA,6,60,0,0.0,0.0,0.0,18.0
Jet2.com,MANCHESTER,KOS,10,26,0,0.0,0.0,0.0,29.0
easyJet,GATWICK,FARO,11,65,0,0.0,0.0,0.0,6.0
Ryanair,STANSTED,PALANGA,3,26,0,0.0,0.0,0.0,10.23076923076923
Lufthansa,BIRMINGHAM,FRANKFURT MAIN,5,114,1,0.0,0.0,0.008695652173913044,7.0
easyJet,LIVERPOOL (JOHN LENNON),ALICANTE,11,44,0,0.0,0.0,0.0,8.0
United Airlines,HEATHROW,LOS ANGELES INTERNATIONAL,2,28,0,0.0,0.0,0.0,2.0
British Airways,HEATHROW,DUBAI,9,88,2,0.0,0.0,0.022222222222222223,9.0
Asiana Airlines,HEATHROW,SEOUL (INCHEON),4,30,0,0.0,0.0,0.0,26.0
easyJet,LIVERPOOL (JOHN LENNON),FARO,10,55,2,0.0,0.0,0.03508771929824561,6.0
Loganair Ltd,JERSEY,SOUTHAMPTON,11,40,1,0.0,0.0,0.024390243902439025,11.0
British Airways,GATWICK,BANGKOK SUVARNABHUMI,12,26,0,0.0,0.0,0.0,7.0
easyJet,GATWICK,ZURICH,11,39,0,0.0,0.0,0.0,10.0
Loganair Ltd,HEATHROW,ISLE OF MAN,12,29,2,0.0,0.0,0.06451612903225806,4.0
Loganair Ltd,GLASGOW,ISLAY,12,43,5,0.0,0.0,0.10416666666666667,8.0
British Airways,GATWICK,PAPHOS,4,30,0,0.0,0.0,0.0,6.0
TUI Airways,MANCHESTER,TENERIFE (SURREINA SOFIA),10,28,0,0.0,0.0,0.0,32.0
Wizz Air,LUTON,SPLIT,9,30,0,0.0,0.0,0.0,23.0
Emirates,BIRMINGHAM,DUBAI,1,62,0,0.0,0.0,0.0,8.0
British Airways,GLASGOW,HEATHROW,4,286,0,0.0,0.0,0.0,5.024475524475524
Ryanair,LIVERPOOL (JOHN LENNON),MALAGA,6,47,0,0.0,0.0,0.0,9.0
British Airways,LONDON CITY,GLASGOW,2,114,1,0.0,0.0,0.008695652173913044,4.0
easyJet,LUTON,MALAGA,3,47,0,0.0,0.0,0.0,7.0
TUI Airways,GATWICK,HERAKLION,8,32,0,0.0,0.0,0.0,30.0
Loganair Ltd,LIVERPOOL (JOHN LENNON),ISLE OF MAN,7,53,0,0.0,0.0,0.0,10.0
Jet2.com,STANSTED,ALICANTE,7,35,0,0.0,0.0,0.0,19.0
easyJet,EDINBURGH,BRISTOL,9,115,1,0.0,0.0,0.008620689655172414,17.0
British Airways,LONDON CITY,ROTTERDAM,4,83,0,0.0,0.0,0.0,5.0
Delta Airlines,HEATHROW,NEW YORK (JF KENNEDY),8,61,1,0.0,0.0,0.016129032258064516,15.0
British Airways,LONDON CITY,ZURICH,1,68,0,0.0,0.0,0.0,10.0
Loganair Ltd,ABERDEEN,BELFAST CITY (GEORGE BEST),5,28,0,0.0,0.0,0.0,8.0
British Airways,HEATHROW,GOTEBORG (LANDVETTER),3,75,3,0.0,0.0,0.038461538461538464,10.0
TUI Airways,MANCHESTER,PAPHOS,6,31,0,0.0,0.0,0.0,26.0
Ryanair,EDINBURGH,TENERIFE (SURREINA SOFIA),7,26,0,0.0,0.0,0.0,29.384615384615383
easyJet,BELFAST INTERNATIONAL,PARIS (CHARLES DE GAULLE),7,25,1,0.0,0.0,0.038461538461538464,20.28
Vueling,GATWICK,PARIS (ORLY),2,75,0,0.0,0.0,0.0,2.0
British Airways,HEATHROW,FLORENCE,5,62,0,0.0,0.0,0.0,10.0
Wizz Air,LUTON,SIBIU,3,27,0,0.0,0.0,0.0,7.0
easyJet,MANCHESTER,PRAGUE,3,47,0,0.0,0.0,0.0,3.0
easyJet,NEWCASTLE,BRISTOL,4,40,0,0.0,0.0,0.0,8.0
Ryanair,STANSTED,ALICANTE,12,88,0,0.0,0.0,0.0,6.0
Ryanair,BELFAST INTERNATIONAL,ALICANTE,6,30,0,0.0,0.0,0.0,17.0
British Airways,GATWICK,OPORTO (PORTUGAL),11,30,0,0.0,0.0,0.0,5.0
Thy Turkish Airlines,GATWICK,ISTANBUL,12,93,0,0.0,0.0,0.0,7.0
Jet2.com,MANCHESTER,ANTALYA,4,39,0,0.0,0.0,0.0,27.0
easyJet,LUTON,SHARM EL SHEIKH (OPHIRA),11,30,1,0.0,0.0,0.03225806451612903,5.0
Jet2.com,MANCHESTER,FARO,7,49,0,0.0,0.0,0.0,13.0
Loganair Ltd,NEWCASTLE,SOUTHAMPTON,7,58,0,0.0,0.0,0.0,9.0
Vueling,GATWICK,ROME (FIUMICINO),2,53,0,0.0,0.0,0.0,2.0
British Airways,JERSEY,HEATHROW,7,89,1,0.0,0.0,0.011111111111111112,19.0
easyJet,LUTON,SHARM EL SHEIKH (OPHIRA),12,30,1,0.0,0.0,0.03225806451612903,16.0
British Airways,HEATHROW,AUSTIN (BERGSTROM),1,27,4,0.0,0.0,0.12903225806451613,12.0
British Airways,HEATHROW,MILAN (LINATE),10,207,4,0.0,0.0,0.018957345971563982,10.0
Finnair,HEATHROW,HELSINKI,12,124,0,0.0,0.0,0.0,15.0
Ryanair,STANSTED,GIRONA,9,52,4,0.0,0.0,0.07142857142857142,26.615384615384617
Ryanair,BELFAST INTERNATIONAL,ALICANTE,8,31,0,0.0,0.0,0.0,13.0
Air France,HEATHROW,PARIS (CHARLES DE GAULLE),9,175,5,0.0,0.0,0.027777777777777776,18.0
Icelandair,MANCHESTER,KEFLAVIK,3,29,0,0.0,0.0,0.0,6.0
easyJet,GATWICK,LARNACA,7,43,3,0.0,0.0,0.06521739130434782,35.0
British Airways,HEATHROW,RIYADH,4,53,1,0.0,0.0,0.018518518518518517,9.0
British Airways,LONDON CITY,EDINBURGH,4,182,2,0.0,0.0,0.010869565217391304,4.197802197802198
easyJet,GATWICK,ATHENS,1,26,0,0.0,0.0,0.0,13.0
easyJet,BRISTOL,BELFAST INTERNATIONAL,11,61,0,0.0,0.0,0.0,8.0
easyJet,BELFAST INTERNATIONAL,NEWCASTLE,11,79,0,0.0,0.0,0.0,3.0
Wizz Air,LUTON,CHISINAU INTERNATIONAL,4,47,0,0.0,0.0,0.0,8.0
British Airways,GATWICK,CANCUN,6,26,0,0.0,0.0,0.0,9.0
easyJet,BELFAST CITY (GEORGE BEST),GATWICK,12,88,0,0.0,0.0,0.0,5.0
Emirates,NEWCASTLE,DUBAI,8,31,0,0.0,0.0,0.0,9.0
Jet2.com,MANCHESTER,PAPHOS,8,31,0,0.0,0.0,0.0,35.0
easyJet,GATWICK,TIVAT,8,31,0,0.0,0.0,0.0,34.0
Loganair Ltd,EDINBURGH,KIRKWALL,9,52,0,0.0,0.0,0.0,8.0
easyJet,BRISTOL,AMSTERDAM,6,57,4,0.0,0.0,0.06557377049180328,7.631578947368421
easyJet,LUTON,RHODES,9,30,0,0.0,0.0,0.0,38.0
British Airways,GATWICK,SALONIKA,5,27,0,0.0,0.0,0.0,4.0
easyJet,GATWICK,COPENHAGEN,2,37,0,0.0,0.0,0.0,6.0
British Airways,GATWICK,GENEVA,4,25,0,0.0,0.0,0.0,14.36
Ryanair,GATWICK,CORK,7,30,0,0.0,0.0,0.0,19.0
Virgin Atlantic Airways Ltd,HEATHROW,LAGOS,1,30,1,0.0,0.0,0.03225806451612903,4.0
Wizz Air,LUTON,SIBIU,7,31,0,0.0,0.0,0.0,15.0
Loganair Ltd,GLASGOW,ISLAY,9,52,0,0.0,0.0,0.0,3.0
El Al,HEATHROW,TEL AVIV,9,43,0,0.0,0.0,0.0,11.0
easyJet,LIVERPOOL (JOHN LENNON),AMSTERDAM,11,51,0,0.0,0.0,0.0,8.294117647058824
Ryanair,STANSTED,ROVANIEMI,11,30,0,0.0,0.0,0.0,11.0
Loganair Ltd,ABERDEEN,SUMBURGH,10,80,5,0.0,0.0,0.058823529411764705,13.0
British Airways,HEATHROW,HANOVER,10,66,0,0.0,0.0,0.0,9.0
Finnair,EDINBURGH,HELSINKI,11,28,0,0.0,0.0,0.0,6.0
Qantas,HEATHROW,PERTH (AUSTRALIA),11,30,0,0.0,0.0,0.0,5.0
Loganair Ltd,ABERDEEN,KIRKWALL,4,66,0,0.0,0.0,0.0,5.0
Emirates,MANCHESTER,DUBAI,6,90,0,0.0,0.0,0.0,17.0
Ryanair,MANCHESTER,SANDEFJORD(TORP),3,42,1,0.0,0.0,0.023255813953488372,3.0
Wizz Air,LUTON,BACAU,2,28,0,0.0,0.0,0.0,52.0
Sunexpress,BIRMINGHAM,DALAMAN,6,47,0,0.0,0.0,0.0,3.0
Lufthansa,BIRMINGHAM,FRANKFURT MAIN,1,59,1,0.0,0.0,0.016666666666666666,8.0
easyJet,BELFAST INTERNATIONAL,FARO,4,47,1,0.0,0.0,0.020833333333333332,6.25531914893617
Loganair Ltd,EDINBURGH,STORNOWAY,6,29,1,0.0,0.0,0.03333333333333333,9.0
Iberia Express,MANCHESTER,MADRID,9,27,0,0.0,0.0,0.0,6.0
Ryanair,STANSTED,PALMA DE MALLORCA,6,95,0,0.0,0.0,0.0,22.0
Ryanair,MANCHESTER,MADRID,4,25,0,0.0,0.0,0.0,10.0
Emerald Airlines Uk Ltd,CARDIFF WALES,BELFAST CITY (GEORGE BEST),4,30,0,0.0,0.0,0.0,6.0
Loganair Ltd,GLASGOW,SUMBURGH,7,30,3,0.0,0.0,0.09090909090909091,13.0
Wizz Air,LUTON,SOFIA,11,47,0,0.0,0.0,0.0,4.0
Vueling,MANCHESTER,BARCELONA,6,52,0,0.0,0.0,0.0,10.0
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),CARDIFF WALES,4,30,0,0.0,0.0,0.0,2.0
Ryanair,MANCHESTER,PRAGUE,5,31,0,0.0,0.0,0.0,13.193548387096774
Kenya Airways,HEATHROW,NAIROBI,1,31,0,0.0,0.0,0.0,44.0
Ryanair,MANCHESTER,ARRECIFE,2,41,0,0.0,0.0,0.0,17.146341463414632
Jet2.com,BIRMINGHAM,FARO,7,36,0,0.0,0.0,0.0,21.0
Klm Cityhopper,ABERDEEN,AMSTERDAM,3,114,0,0.0,0.0,0.0,7.0
Malaysian Airlines System-Mas,HEATHROW,KUALA LUMPUR (SEPANG),12,62,0,0.0,0.0,0.0,9.0
British Airways,HEATHROW,SAN FRANCISCO,4,59,1,0.0,0.0,0.016666666666666666,10.0
Iberia,HEATHROW,MADRID,11,240,0,0.0,0.0,0.0,7.0
easyJet,BRISTOL,PARIS (CHARLES DE GAULLE),8,73,1,0.0,0.0,0.013513513513513514,14.767123287671232
Sky Express,GATWICK,ATHENS,10,31,0,0.0,0.0,0.0,10.0
easyJet,GATWICK,ZURICH,2,50,0,0.0,0.0,0.0,14.0
Ryanair,STANSTED,GOTEBORG (LANDVETTER),12,58,0,0.0,0.0,0.0,10.0
Air Canada,HEATHROW,HALIFAX INT,7,31,0,0.0,0.0,0.0,8.0
easyJet,GATWICK,ARRECIFE,2,74,0,0.0,0.0,0.0,11.0
Aer Lingus,LEEDS BRADFORD,DUBLIN,1,58,4,0.0,0.0,0.06451612903225806,7.0
Ryanair,STANSTED,TALLIN,1,27,0,0.0,0.0,0.0,29.0
Isles Of Scilly Skybus,EXETER,ISLES OF SCILLY (ST.MARYS),7,56,11,0.0,0.0,0.16417910447761194,10.0
West Jet Airlines,EDINBURGH,TORONTO,9,31,0,0.0,0.0,0.0,13.0
China Eastern Airlines,HEATHROW,SHANGHAI (PU DONG),4,30,0,0.0,0.0,0.0,3.0
British Airways,HEATHROW,NEW YORK (JF KENNEDY),7,245,3,0.0,0.0,0.012096774193548387,11.0
Jet2.com,NEWCASTLE,MALAGA,10,31,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,OLBIA,9,32,0,0.0,0.0,0.0,22.0
Emerald Airlines (Ireland) Limited,BRISTOL,DUBLIN,9,84,2,0.0,0.0,0.023255813953488372,25.0
Pegasus Airlines,BIRMINGHAM,ISTANBUL (SABIHA GOKCEN),9,30,0,0.0,0.0,0.0,12.0
Ryanair,STANSTED,BELFAST INTERNATIONAL,7,66,0,0.0,0.0,0.0,10.0
Jet2.com,BIRMINGHAM,ALICANTE,2,26,0,0.0,0.0,0.0,8.0
Aer Lingus,GLASGOW,DUBLIN,8,159,1,0.0,0.0,0.00625,12.0
Blue Islands Limited,BRISTOL,JERSEY,10,30,0,0.0,0.0,0.0,12.0
Eva Air,HEATHROW,TAIPEI,2,28,0,0.0,0.0,0.0,2.0
Klm,EXETER,AMSTERDAM,11,30,0,0.0,0.0,0.0,1.0
Ryanair,EDINBURGH,ROME (CIAMPINO),3,29,0,0.0,0.0,0.0,11.620689655172415
Aegean Airlines,HEATHROW,ATHENS,11,99,0,0.0,0.0,0.0,7.0
Eurowings Luftverkehrs,HEATHROW,COLOGNE BONN,3,68,5,0.0,0.0,0.0684931506849315,8.0
Wizz Air,LUTON,BELGRADE,6,30,0,0.0,0.0,0.0,8.0
Ryanair,STANSTED,STOCKHOLM (ARLANDA),6,25,0,0.0,0.0,0.0,11.0
Ryanair,EDINBURGH,BELFAST INTERNATIONAL,12,30,0,0.0,0.0,0.0,20.0
Pegasus Airlines,STANSTED,ANTALYA,7,31,0,0.0,0.0,0.0,6.0
easyJet,BELFAST INTERNATIONAL,ALICANTE,5,31,0,0.0,0.0,0.0,8.03225806451613
Jet2.com,NEWCASTLE,FARO,5,31,0,0.0,0.0,0.0,6.0
British Airways,HEATHROW,PARIS (CHARLES DE GAULLE),12,228,2,0.0,0.0,0.008695652173913044,10.0
Royal Jordanian,HEATHROW,AMMAN,1,37,0,0.0,0.0,0.0,5.0
Edelweiss Air,EDINBURGH,ZURICH,10,26,0,0.0,0.0,0.0,14.0
easyJet,BRISTOL,NEWCASTLE,5,44,0,0.0,0.0,0.0,5.0
Vueling,GATWICK,ALICANTE,9,43,0,0.0,0.0,0.0,20.0
British Airways,GATWICK,RHODES,6,34,0,0.0,0.0,0.0,24.0
Jet2.com,BIRMINGHAM,MALAGA,8,31,0,0.0,0.0,0.0,12.0
easyJet,GATWICK,BORDEAUX,8,81,0,0.0,0.0,0.0,15.0
Ryanair,STANSTED,NAPLES,2,40,0,0.0,0.0,0.0,13.4
easyJet,GATWICK,ROME (FIUMICINO),4,91,0,0.0,0.0,0.0,9.0
Ryanair,LUTON,KAUNAS,8,31,0,0.0,0.0,0.0,18.0
Thy Turkish Airlines,HEATHROW,ISTANBUL,11,192,0,0.0,0.0,0.0,6.0
Wizz Air,LUTON,LARNACA,6,29,1,0.0,0.0,0.03333333333333333,4.0
British Airways,HEATHROW,TOKYO (HANEDA),4,59,1,0.0,0.0,0.016666666666666666,11.0
easyJet,GATWICK,NAPLES,12,57,0,0.0,0.0,0.0,8.0
Wizz Air,LUTON,TEL AVIV,3,27,0,0.0,0.0,0.0,21.0
easyJet,BRISTOL,DALAMAN,9,30,0,0.0,0.0,0.0,32.0
British Airways,HEATHROW,BILLUND,7,30,1,0.0,0.0,0.03225806451612903,9.0
easyJet,BRISTOL,GENEVA,8,45,0,0.0,0.0,0.0,21.0
Ryanair,MANCHESTER,VENICE,9,25,0,0.0,0.0,0.0,26.0
easyJet,GATWICK,NANTES,7,51,1,0.0,0.0,0.019230769230769232,24.0
Loganair Ltd,ISLE OF MAN,MANCHESTER,9,59,0,0.0,0.0,0.0,13.0
British Airways,HEATHROW,MIAMI INTERNATIONAL,4,30,0,0.0,0.0,0.0,11.0
Ryanair,MANCHESTER,CORK,6,56,0,0.0,0.0,0.0,10.0
Jet2.com,LUTON,PALMA DE MALLORCA,7,27,0,0.0,0.0,0.0,41.0
easyJet,BELFAST CITY (GEORGE BEST),LIVERPOOL (JOHN LENNON),11,47,0,0.0,0.0,0.0,6.0
easyJet,GATWICK,MILAN (MALPENSA),1,94,0,0.0,0.0,0.0,9.0
easyJet,GATWICK,PALERMO,8,31,0,0.0,0.0,0.0,17.0
All Nippon Airways,HEATHROW,TOKYO (HANEDA),6,30,0,0.0,0.0,0.0,5.0
British Airways,HEATHROW,VANCOUVER,11,30,0,0.0,0.0,0.0,5.0
Austrian Airlines,HEATHROW,VIENNA,4,150,0,0.0,0.0,0.0,4.0
Kuwait Airways,HEATHROW,KUWAIT,8,71,0,0.0,0.0,0.0,7.0
Ryanair,EDINBURGH,ROME (CIAMPINO),12,43,0,0.0,0.0,0.0,12.0
Ryanair,STANSTED,CAGLIARI (ELMAS),12,25,0,0.0,0.0,0.0,11.0
Jet2.com,STANSTED,ANTALYA,6,46,0,0.0,0.0,0.0,20.0
Sas,MANCHESTER,STOCKHOLM (ARLANDA),7,31,0,0.0,0.0,0.0,7.0
easyJet,LUTON,ALICANTE,6,66,0,0.0,0.0,0.0,12.0
Jet2.com,LIVERPOOL (JOHN LENNON),PALMA DE MALLORCA,10,31,0,0.0,0.0,0.0,14.0
British Airways,HEATHROW,ROME (FIUMICINO),6,238,1,0.0,0.0,0.0041841004184100415,11.0
easyJet,MANCHESTER,TENERIFE (SURREINA SOFIA),11,58,0,0.0,0.0,0.0,19.0
easyJet,EDINBURGH,BIRMINGHAM,1,91,4,0.0,0.0,0.042105263157894736,15.0
Ryanair,STANSTED,MALAGA,3,89,0,0.0,0.0,0.0,16.0
easyJet,LUTON,CORFU,5,31,0,0.0,0.0,0.0,18.0
British Airways,HEATHROW,SAO PAULO (GUARULHOS),6,29,1,0.0,0.0,0.03333333333333333,2.0
Eurowings Luftverkehrs,BIRMINGHAM,DUSSELDORF,7,56,0,0.0,0.0,0.0,14.0
easyJet,GLASGOW,ALICANTE,9,30,0,0.0,0.0,0.0,9.0
British Airways,LONDON CITY,BERLIN BRANDENBURG,3,94,0,0.0,0.0,0.0,11.0
Jet2.com,STANSTED,RHODES,7,40,0,0.0,0.0,0.0,19.0
Air Canada,HEATHROW,CALGARY,5,31,0,0.0,0.0,0.0,6.0
British Airways,HEATHROW,MUMBAI,4,86,0,0.0,0.0,0.0,7.0
British Airways,HEATHROW,ZAGREB,4,28,0,0.0,0.0,0.0,3.0
Delta Airlines,HEATHROW,ATLANTA,3,89,5,0.0,0.0,0.05319148936170213,18.0
easyJet,EDINBURGH,BRISTOL,2,125,0,0.0,0.0,0.0,5.0
Ryanair,LUTON,KAUNAS,2,32,0,0.0,0.0,0.0,13.0
Air Malta,GATWICK,MALTA,4,30,0,0.0,0.0,0.0,0.0
easyJet,BRISTOL,ALICANTE,2,49,0,0.0,0.0,0.0,11.0
easyJet,GATWICK,VALENCIA,10,65,1,0.0,0.0,0.015151515151515152,15.0
Ryanair,STANSTED,TRIESTE (RONCHI DEI LEGIONARI),10,36,0,0.0,0.0,0.0,12.0
Loganair Ltd,HEATHROW,CITY OF DERRY (EGLINTON),2,79,1,0.0,0.0,0.0125,13.0
Delta Airlines,HEATHROW,DETROIT,11,31,0,0.0,0.0,0.0,17.0
Virgin Atlantic Airways Ltd,HEATHROW,BRIDGETOWN,1,35,0,0.0,0.0,0.0,10.457142857142857
easyJet,EDINBURGH,BRISTOL,6,112,0,0.0,0.0,0.0,13.0
Vueling,GATWICK,VALENCIA,1,26,0,0.0,0.0,0.0,4.0
Ryanair,STANSTED,BIARRITZ,8,36,0,0.0,0.0,0.0,12.916666666666666
Sas,HEATHROW,COPENHAGEN,5,111,0,0.0,0.0,0.0,5.0
Jet2.com,STANSTED,LARNACA,8,27,0,0.0,0.0,0.0,19.0
Ryanair,BIRMINGHAM,KRAKOW,4,34,0,0.0,0.0,0.0,7.0
Klm,LEEDS BRADFORD,AMSTERDAM,9,85,5,0.0,0.0,0.05555555555555555,23.0
Ryanair,LEEDS BRADFORD,DUBLIN,11,69,0,0.0,0.0,0.0,14.0
British Airways,HEATHROW,BALE MULHOUSE,11,110,1,0.0,0.0,0.009009009009009009,2.0
easyJet,GATWICK,VERONA VILLAFRANCA,7,39,0,0.0,0.0,0.0,23.0
United Airlines,HEATHROW,WASHINGTON (DULLES),10,62,0,0.0,0.0,0.0,22.0
British Airways,NEWCASTLE,HEATHROW,12,169,1,0.0,0.0,0.0058823529411764705,7.0
Ryanair,MANCHESTER,SANDEFJORD(TORP),7,26,0,0.0,0.0,0.0,13.0
British Airways,HEATHROW,BUCHAREST (OTOPENI),8,66,0,0.0,0.0,0.0,10.0
easyJet,ABERDEEN,GATWICK,4,60,0,0.0,0.0,0.0,1.0
Ryanair,STANSTED,MALTA,12,28,0,0.0,0.0,0.0,9.0
easyJet,GATWICK,CATANIA (FONTANAROSSA),5,49,0,0.0,0.0,0.0,21.0
Swiss Airlines,MANCHESTER,ZURICH,1,61,7,0.0,0.0,0.10294117647058823,23.0
British Airways,HEATHROW,NAIROBI,8,39,0,0.0,0.0,0.0,10.0
Aer Lingus,HEATHROW,IRELAND WEST(KNOCK),2,27,1,0.0,0.0,0.03571428571428571,10.0
British Airways,HEATHROW,BELFAST CITY (GEORGE BEST),8,205,0,0.0,0.0,0.0,8.0
Loganair Ltd,HEATHROW,ISLE OF MAN,9,30,0,0.0,0.0,0.0,3.0
Jet2.com,GLASGOW,ALICANTE,5,30,0,0.0,0.0,0.0,15.0
easyJet,LUTON,LISBON,8,92,0,0.0,0.0,0.0,32.0
Emerald Airlines Uk Ltd,BELFAST CITY (GEORGE BEST),BIRMINGHAM,2,110,1,0.0,0.0,0.009009009009009009,8.0
Ryanair,MANCHESTER,MURCIA INTERNATIONAL,10,32,0,0.0,0.0,0.0,30.8125
Ryanair,EDINBURGH,BELFAST INTERNATIONAL,11,30,1,0.0,0.0,0.03225806451612903,21.0
easyJet,MANCHESTER,PRAGUE,2,42,0,0.0,0.0,0.0,8.0
Med-View Airline,MANCHESTER,MUNICH,7,58,0,0.0,0.0,0.0,24.0
Vueling,HEATHROW,PARIS (ORLY),12,31,0,0.0,0.0,0.0,5.0
Lot-Polish Airlines,HEATHROW,WARSAW (CHOPIN),12,89,1,0.0,0.0,0.011111111111111112,16.0
British Airways,HEATHROW,NAIROBI,3,29,1,0.0,0.0,0.03333333333333333,9.0
Vueling,GATWICK,FLORENCE,10,70,1,0.0,0.0,0.014084507042253521,12.0
easyJet,BIRMINGHAM,EDINBURGH,2,100,0,0.0,0.0,0.0,10.0
easyJet,BIRMINGHAM,EDINBURGH,10,85,1,0.0,0.0,0.011627906976744186,10.0
easyJet,LUTON,GLASGOW,11,77,0,0.0,0.0,0.0,5.0
Ryanair,BRISTOL,ALICANTE,12,46,0,0.0,0.0,0.0,2.0
Loganair Ltd,HEATHROW,DUNDEE,12,44,6,0.0,0.0,0.12,19.0
British Airways,HEATHROW,TOULOUSE (BLAGNAC),10,78,1,0.0,0.0,0.012658227848101266,8.0
Eurowings Luftverkehrs,HEATHROW,HAMBURG,2,76,0,0.0,0.0,0.0,3.0
Ryanair,MANCHESTER,COPENHAGEN,11,39,0,0.0,0.0,0.0,8.0
Vueling,BIRMINGHAM,BARCELONA,6,30,0,0.0,0.0,0.0,4.0
